assignment_vector,y_obs,rnd_vector,x,x2
1,1,1,0.607783543,2.003593828
-1,-1,1,0.566631939,2.009125306
1,1,1,0.525498095,2.013815611
1,1,1,0.48439913,2.017667585
1,1,1,0.44335206,2.020684417
-1,-1,1,0.402373789,2.022869641
-1,-1,1,0.361481101,2.024227131
-1,-1,1,0.320690653,2.024761098
1,1,1,0.280018973,2.02447609
1,1,1,0.239482447,2.023376981
-1,-1,1,0.199097316,2.021468976
-1,-1,1,0.158879669,2.018757601
-1,-1,1,0.118845435,2.015248701
1,1,1,0.079010379,2.010948435
1,1,1,0.039390095,2.005863276
1,1,1,1.10E-15,2
-1,-1,1,-0.039144674,1.993365686
-1,-1,1,-0.078028884,1.98596771
-1,-1,1,-0.11663778,1.97781374
1,1,1,-0.154956714,1.968911734
-1,-1,1,-0.192971245,1.959269931
-1,-1,1,-0.230667143,1.948896847
-1,-1,1,-0.268030393,1.937801272
1,1,1,-0.305047207,1.925992264
-1,-1,1,-0.341704019,1.913479142
1,1,1,-0.377987499,1.900271481
1,1,1,-0.413884552,1.886379108
-1,-1,1,-0.449382325,1.871812097
1,1,1,-0.484468213,1.856580758
-1,-1,1,-0.51912986,1.84069564
1,1,1,-0.553355166,1.824167515
-1,-1,1,-0.587132289,1.807007381
1,1,1,-0.620449653,1.78922645
1,1,1,-0.653295945,1.770836147
1,1,1,-0.685660128,1.751848096
-1,-1,1,-0.717531436,1.732274123
1,1,1,-0.748899382,1.712126245
1,-1,1,-0.779753761,1.691416661
-1,-1,1,-0.810084653,1.670157752
1,1,1,-0.839882425,1.64836207
-1,-1,1,-0.869137734,1.626042331
1,1,1,-0.897841531,1.603211413
-1,-1,1,-0.925985065,1.579882344
1,1,1,-0.953559881,1.5560683
1,1,1,-0.980557825,1.531782594
1,-1,1,-1.006971047,1.507038672
1,1,1,-1.032792003,1.481850107
1,1,1,-1.058013454,1.45623059
1,-1,1,-1.082628471,1.430193923
-1,-1,1,-1.106630434,1.403754014
1,1,1,-1.130013037,1.37692487
1,1,1,-1.152770286,1.349720589
-1,-1,1,-1.1748965,1.322155353
-1,-1,1,-1.196386314,1.294243423
-1,-1,1,-1.21723468,1.265999129
-1,-1,1,-1.237436867,1.237436867
1,1,1,-1.256988459,1.208571088
1,1,1,-1.27588536,1.179416295
-1,-1,1,-1.294123791,1.149987033
1,1,1,-1.311700291,1.120297883
1,1,1,-1.328611717,1.090363457
1,1,1,-1.344855244,1.060198388
-1,-1,1,-1.360428365,1.029817326
1,1,1,-1.37532889,0.999234929
-1,-1,1,-1.389554945,0.968465858
1,1,1,-1.403104971,0.937524768
-1,-1,1,-1.415977724,0.906426305
-1,-1,1,-1.428172275,0.875185096
1,1,1,-1.439688007,0.843815742
1,1,1,-1.450524612,0.812332814
1,1,1,-1.460682094,0.780750845
-1,1,1,-1.470160765,0.749084325
1,1,1,-1.478961242,0.717347689
1,1,1,-1.487084447,0.68555532
-1,-1,1,-1.494531605,0.653721534
-1,-1,1,-1.50130424,0.621860578
1,1,1,-1.507404176,0.589986622
-1,-1,1,-1.512833529,0.558113755
1,1,1,-1.517594712,0.526255976
1,1,1,-1.521690426,0.494427191
-1,-1,1,-1.52512366,0.462641204
-1,-1,1,-1.527897688,0.430911714
-1,-1,1,-1.530016065,0.399252306
-1,-1,1,-1.531482625,0.367676448
1,1,1,-1.532301476,0.336197484
1,1,1,-1.532477001,0.304828628
-1,-1,1,-1.532013847,0.273582961
-1,1,1,-1.530916928,0.242473421
1,-1,1,-1.529191419,0.211512802
-1,-1,1,-1.526842753,0.180713749
-1,-1,1,-1.523876613,0.150088746
1,1,1,-1.520298934,0.119650121
1,-1,1,-1.516115895,0.089410033
-1,-1,1,-1.511333917,0.059380471
1,1,1,-1.505959656,0.029573249
-1,1,1,-1.5,9.18E-16
-1,-1,1,-1.493462065,-0.029327828
-1,-1,1,-1.486353191,-0.058398976
1,1,1,-1.478680935,-0.087202378
1,1,1,-1.470453067,-0.115727166
-1,-1,1,-1.461677567,-0.143962675
-1,-1,1,-1.452362618,-0.171898444
-1,-1,1,-1.442516602,-0.199524223
1,1,1,-1.432148094,-0.226829974
1,1,1,-1.421265858,-0.253805879
1,1,1,-1.409878841,-0.280442338
-1,-1,1,-1.397996168,-0.306729975
1,1,1,-1.385627137,-0.332659643
1,-1,1,-1.372781212,-0.358222425
-1,-1,1,-1.359468021,-0.383409635
1,-1,1,-1.345697347,-0.408212827
-1,-1,1,-1.331479123,-0.432623792
-1,-1,1,-1.316823427,-0.456634563
-1,1,1,-1.301740479,-0.480237417
-1,-1,1,-1.286240629,-0.503424878
-1,-1,1,-1.270334357,-0.52618972
-1,-1,1,-1.254032266,-0.548524965
-1,-1,1,-1.237345074,-0.570423892
1,1,1,-1.22028361,-0.591880033
-1,-1,1,-1.202858808,-0.612887175
1,1,1,-1.185081699,-0.633439365
1,-1,1,-1.166963409,-0.653530911
1,-1,1,-1.148515151,-0.673156378
-1,-1,1,-1.129748218,-0.692310598
-1,-1,1,-1.110673977,-0.710988663
1,1,1,-1.091303866,-0.729185931
1,1,1,-1.071649386,-0.746898023
1,1,1,-1.051722093,-0.764120828
-1,-1,1,-1.031533596,-0.7808505
1,1,1,-1.011095549,-0.79708346
1,1,1,-0.990419643,-0.812816395
-1,-1,1,-0.969517606,-0.828046262
-1,-1,1,-0.94840119,-0.842770281
1,1,1,-0.927082168,-0.856985941
1,1,1,-0.905572331,-0.870690999
-1,-1,1,-0.883883476,-0.883883476
-1,-1,1,-0.862027407,-0.896561661
1,1,1,-0.840015923,-0.908724105
1,1,1,-0.817860814,-0.920369627
-1,-1,1,-0.795573859,-0.931497308
1,1,1,-0.773166815,-0.94210649
1,1,1,-0.750651414,-0.952196779
1,1,1,-0.728039355,-0.961768039
1,1,1,-0.705342303,-0.970820393
-1,-1,1,-0.682571878,-0.979354223
1,1,1,-0.659739652,-0.987370165
-1,-1,1,-0.636857144,-0.994869107
-1,-1,1,-0.613935814,-1.001852193
1,1,1,-0.590987055,-1.008320814
1,1,1,-0.568022193,-1.014276608
-1,-1,1,-0.545052477,-1.019721462
-1,-1,1,-0.522089075,-1.024657503
1,1,1,-0.499143069,-1.0290871
-1,-1,1,-0.476225451,-1.03301286
-1,1,1,-0.453347117,-1.036437626
-1,-1,1,-0.430518861,-1.039364474
-1,-1,1,-0.407751372,-1.041796708
-1,-1,1,-0.385055226,-1.043737861
1,1,1,-0.362440886,-1.045191689
1,1,1,-0.339918694,-1.046162168
-1,-1,1,-0.317498866,-1.046653492
-1,-1,1,-0.295191489,-1.04667007
-1,-1,1,-0.273006518,-1.046216519
-1,-1,1,-0.250953766,-1.045297664
-1,1,1,-0.229042907,-1.043918536
-1,-1,1,-0.207283467,-1.04208436
-1,-1,1,-0.185684821,-1.039800563
1,1,1,-0.164256188,-1.037072758
-1,1,1,-0.143006632,-1.033906749
-1,-1,1,-0.12194505,-1.030308524
-1,-1,1,-0.101080176,-1.026284249
-1,-1,1,-0.080420573,-1.021840267
1,-1,1,-0.059974631,-1.01698309
-1,-1,1,-0.039750563,-1.011719399
-1,-1,1,-0.019756403,-1.006056036
1,-1,1,-2.45E-15,-1
-1,-1,1,0.019510982,-0.993558445
1,1,1,0.038769068,-0.986738673
-1,-1,1,0.057766976,-0.97954813
1,1,1,0.076497618,-0.9719944
-1,-1,1,0.094954105,-0.964085204
1,1,1,0.113129745,-0.95582839
-1,-1,1,0.131018052,-0.947231932
-1,-1,1,0.148612742,-0.938303924
1,1,1,0.165907739,-0.929052574
1,1,1,0.182897177,-0.9194862
1,1,1,0.199575399,-0.909613227
1,1,1,0.215936962,-0.899442176
1,1,1,0.231976636,-0.888981666
1,1,1,0.247689411,-0.878240403
-1,-1,1,0.263070489,-0.867227179
-1,-1,1,0.278115295,-0.855950865
-1,-1,1,0.292819473,-0.844420404
-1,-1,1,0.307178888,-0.832644811
1,1,1,0.321189628,-0.820633161
-1,-1,1,0.334848003,-0.808394591
-1,-1,1,0.348150549,-0.795938288
-1,-1,1,0.361094024,-0.783273487
-1,-1,1,0.373675412,-0.770409468
1,1,1,0.385891925,-0.757355546
-1,-1,1,0.397740997,-0.744121067
-1,-1,1,0.40922029,-0.730715406
1,1,1,0.420327692,-0.717147958
-1,-1,1,0.431061316,-0.703428136
-1,-1,1,0.441419502,-0.68956536
-1,-1,1,0.451400814,-0.67556906
-1,-1,1,0.461004043,-0.661448664
1,1,1,0.470228202,-0.647213595
-1,-1,1,0.479072529,-0.632873269
1,1,1,0.487536485,-0.618437083
1,-1,1,0.495619753,-0.603914417
1,1,1,0.503322237,-0.589314623
-1,1,1,0.510644062,-0.574647026
-1,-1,1,0.517585568,-0.559920913
1,1,1,0.524147318,-0.545145533
1,1,1,0.530330086,-0.530330086
-1,-1,1,0.536134863,-0.515483726
1,1,1,0.541562851,-0.50061555
1,1,1,0.546615464,-0.485734595
1,1,1,0.551294325,-0.470849835
-1,-1,1,0.555601263,-0.455970173
-1,-1,1,0.559538313,-0.441104439
1,1,1,0.563107712,-0.426261384
1,1,1,0.566311896,-0.411449677
-1,-1,1,0.569153501,-0.396677897
1,1,1,0.571635358,-0.381954535
-1,-1,1,0.57376049,-0.367287982
-1,1,1,0.575532111,-0.352686531
-1,-1,1,0.576953621,-0.338158368
-1,-1,1,0.578028605,-0.323711572
-1,-1,1,0.57876083,-0.309354109
1,1,1,0.579154241,-0.295093825
-1,-1,1,0.579212958,-0.280938449
1,1,1,0.578941273,-0.266895583
-1,-1,1,0.578343648,-0.252972701
-1,-1,1,0.577424708,-0.239177145
-1,-1,1,0.576189241,-0.225516122
-1,-1,1,0.574642193,-0.211996697
1,-1,1,0.572788666,-0.198625796
-1,-1,1,0.57063391,-0.185410197
1,-1,1,0.568183324,-0.172356527
-1,-1,1,0.565442451,-0.159471264
1,1,1,0.562416972,-0.146760729
1,1,1,0.559112704,-0.134231084
-1,-1,1,0.555535595,-0.121888331
-1,-1,1,0.55169172,-0.109738306
-1,-1,1,0.547587279,-0.097786681
1,1,1,0.543228587,-0.086038956
-1,-1,1,0.538622079,-0.074500461
-1,-1,1,0.533774296,-0.063176351
1,1,1,0.528691886,-0.052071606
-1,-1,1,0.5233816,-0.041191025
-1,-1,1,0.517850285,-0.030539229
-1,-1,1,0.512104881,-0.020120656
-1,-1,1,0.506152415,-0.009939557
1,1,1,0.5,-3.67E-16
1,1,1,0.493654825,0.009694136
-1,-1,1,0.487124155,0.01913916
-1,-1,1,0.480415325,0.028331574
-1,-1,1,0.473535734,0.03726807
1,1,1,0.466492841,0.045945535
1,1,1,0.459294161,0.054361046
-1,-1,1,0.451947262,0.062511881
1,1,1,0.444459753,0.070395509
-1,-1,1,0.43683929,0.078009599
-1,1,1,0.42909356,0.085352016
-1,1,1,-6.5,0
-1,1,1,-6.492498268,-0.12749629
-1,1,1,-6.482498373,-0.254698055
-1,1,1,-6.470008986,-0.381556396
1,-1,1,-6.455039736,-0.508022645
-1,1,1,-6.437601201,-0.634048377
-1,1,1,-6.417704903,-0.759585431
-1,1,1,-6.395363304,-0.884585931
1,-1,1,-6.370589797,-1.0090023
1,-1,1,-6.343398698,-1.132787279
-1,1,1,-6.313805243,-1.255893948
-1,-1,1,-6.281825574,-1.378275741
-1,1,1,-6.247476739,-1.499886463
1,-1,1,-6.210776674,-1.62068031
-1,1,1,-6.171744204,-1.740611885
1,-1,1,-6.130399026,-1.859636214
1,-1,1,-6.086761704,-1.977708764
1,-1,1,-6.04085366,-2.094785461
1,-1,1,-5.992697158,-2.210822702
-1,1,1,-5.942315302,-2.325777377
-1,1,1,-5.88973202,-2.439606881
1,-1,1,-5.834972052,-2.552269131
1,-1,1,-5.778060943,-2.66372258
1,-1,1,-5.719025031,-2.773926236
-1,1,1,-5.657891429,-2.882839673
1,-1,1,-5.594688021,-2.990423049
-1,1,1,-5.529443445,-3.096637118
-1,1,1,-5.462187081,-3.201443245
1,-1,1,-5.39294904,-3.304803422
1,-1,1,-5.321760146,-3.406680278
-1,1,1,-5.248651928,-3.507037096
1,1,1,-5.173656603,-3.605837824
-1,1,1,-5.096807065,-3.703047089
-1,1,1,-5.018136865,-3.79863021
1,-1,1,-4.937680203,-3.892553206
-1,-1,1,-4.85547191,-3.984782816
-1,1,1,-4.771547434,-4.075286503
-1,1,1,-4.685942824,-4.16403247
-1,1,1,-4.598694715,-4.250989669
1,-1,1,-4.509840314,-4.336127812
1,-1,1,-4.419417382,-4.419417382
1,-1,1,-4.32746422,-4.500829644
-1,1,1,-4.23401965,-4.580336653
-1,1,1,-4.139123004,-4.657911262
-1,1,1,-4.042814101,-4.733527136
-1,1,1,-3.945133236,-4.807158757
-1,1,1,-3.84612116,-4.878781433
1,-1,1,-3.745819065,-4.948371307
-1,1,1,-3.644268564,-5.015905365
-1,1,1,-3.541511679,-5.081361441
1,-1,1,-3.437590817,-5.144718226
-1,1,1,-3.332548758,-5.205955276
-1,1,1,-3.226428637,-5.265053015
1,-1,1,-3.119273922,-5.321992744
-1,1,1,-3.011128401,-5.376756644
-1,-1,1,-2.902036161,-5.429327784
-1,1,1,-2.792041573,-5.479690124
1,-1,1,-2.681189272,-5.52782852
-1,1,1,-2.569524139,-5.573728729
1,-1,1,-2.457091283,-5.617377412
-1,1,1,-2.343936023,-5.658762137
1,-1,1,-2.230103871,-5.697871382
1,-1,1,-2.115640511,-5.734694541
1,-1,1,-2.000591784,-5.769221921
-1,1,1,-1.885003666,-5.801444749
-1,1,1,-1.768922252,-5.831355171
1,-1,1,-1.652393739,-5.858946252
1,-1,1,-1.535464403,-5.88421198
1,-1,1,-1.418180585,-5.907147266
1,-1,1,-1.300588673,-5.927747942
-1,1,1,-1.182735077,-5.946010762
1,-1,1,-1.06466622,-5.961933403
-1,1,1,-0.946428513,-5.975514461
1,-1,1,-0.82806834,-5.986753451
1,-1,1,-0.709632037,-5.995650809
-1,1,1,-0.591165878,-6.002207883
-1,1,1,-0.472716052,-6.006426936
-1,-1,1,-0.354328649,-6.008311141
1,-1,1,-0.236049642,-6.00786458
-1,1,1,-0.117924865,-6.005092238
1,-1,1,-3.67E-16,-6
-1,1,1,0.117679444,-5.992594648
1,-1,1,0.235068147,-5.982883854
1,-1,1,0.352120994,-5.970876181
1,-1,1,0.468793097,-5.956581069
-1,1,1,0.585039806,-5.940008837
-1,1,1,0.700816732,-5.921170675
-1,1,1,0.81607976,-5.900078634
1,1,1,0.930785067,-5.876745627
-1,1,1,1.044889139,-5.851185414
1,1,1,1.158348787,-5.823412602
1,-1,1,1.271121164,-5.793442634
1,1,1,1.383163781,-5.761291778
1,-1,1,1.494434521,-5.726977128
-1,1,1,1.60489166,-5.690516586
1,-1,1,1.714493875,-5.651928858
-1,-1,1,1.823200267,-5.611233446
1,-1,1,1.930970371,-5.568450636
1,-1,1,2.037764174,-5.52360149
-1,-1,1,2.143542127,-5.476707835
1,-1,1,2.248265165,-5.427792254
-1,1,1,2.351894714,-5.376878073
1,-1,1,2.454392711,-5.323989357
-1,-1,1,2.555721616,-5.269150888
-1,1,1,2.655844423,-5.212388167
-1,1,1,2.754724681,-5.153727389
1,1,1,2.852326497,-5.093195441
-1,1,1,2.948614559,-5.030819888
1,1,1,3.043554139,-4.966628957
-1,1,1,3.137111116,-4.900651529
-1,1,1,3.229251979,-4.832917122
-1,1,1,3.319943844,-4.763455881
-1,1,1,3.409154463,-4.692298567
-1,1,1,3.496852239,-4.619476538
-1,1,1,3.583006232,-4.545021737
-1,1,1,3.667586174,-4.468966684
1,1,1,3.750562479,-4.391344451
1,-1,1,3.831906251,-4.312188661
1,-1,1,3.911589296,-4.231533461
1,-1,1,3.989584131,-4.149413516
1,-1,1,4.065863992,-4.065863992
-1,1,1,4.140402846,-3.980920539
-1,1,1,4.213175398,-3.894619277
-1,1,1,4.284157098,-3.806996785
1,-1,1,4.353324153,-3.718090077
-1,1,1,4.42065353,-3.627936594
-1,1,1,4.486122968,-3.536574185
1,-1,1,4.549710981,-3.444041094
-1,1,1,4.611396868,-3.350375938
-1,1,1,4.671160719,-3.255617699
-1,1,1,4.72898342,-3.1598057
-1,1,1,4.784846659,-3.062979597
1,-1,1,4.838732933,-2.965179355
-1,-1,1,4.890625551,-2.866445235
-1,1,1,4.94050864,-2.76681778
1,-1,1,4.988367151,-2.666337793
1,-1,1,5.034186862,-2.565046324
1,1,1,5.077954378,-2.462984652
-1,1,1,5.119657142,-2.36019427
-1,1,1,5.159283434,-2.256716866
-1,1,1,5.19682237,-2.152594307
-1,1,1,5.232263915,-2.047868621
1,-1,1,5.265598873,-1.942581983
-1,1,1,5.296818898,-1.836776694
1,-1,1,5.325916491,-1.730495168
1,1,1,5.352885003,-1.623779913
-1,1,1,5.377718634,-1.516673514
-1,1,1,5.400412434,-1.409218614
1,-1,1,5.420962306,-1.301457903
1,-1,1,5.439365002,-1.193434096
1,-1,1,5.455618122,-1.085189916
1,-1,1,5.469720119,-0.97676808
1,1,1,5.48167029,-0.868211281
-1,1,1,5.491468781,-0.759562169
1,1,1,5.49911658,-0.650863338
1,-1,1,5.504615519,-0.542157307
-1,1,1,5.507968269,-0.433486504
-1,1,1,5.509178336,-0.324893248
1,-1,1,5.508250062,-0.216419734
-1,1,1,5.505188618,-0.108108019
1,-1,1,5.5,-6.74E-16
1,-1,1,5.492691027,0.107862598
-1,1,1,5.483269336,0.215438239
1,-1,1,5.471743376,0.322685593
-1,1,1,5.458122402,0.429563549
-1,1,1,5.442416474,0.536031236
1,-1,1,5.424636446,0.642048034
1,1,1,5.404793964,0.747573589
1,-1,1,5.382901456,0.852567834
1,-1,1,5.35897213,0.956990999
1,1,1,5.333019962,1.060803626
1,-1,1,5.305059693,1.163966588
1,-1,1,5.275106818,1.266441099
-1,1,1,5.243177582,1.368188733
1,-1,1,5.209288967,1.469171435
1,1,1,5.17345869,1.569351536
-1,1,1,5.135705188,1.66869177
-1,1,1,5.096047613,1.767155281
-1,1,1,5.054505822,1.864705645
1,-1,1,5.011100368,1.961306877
-1,1,1,4.965852487,2.056923449
1,-1,1,4.918784095,2.151520298
-1,1,1,4.86991777,2.245062843
1,-1,1,4.819276746,2.337516995
-1,1,1,4.766884904,2.428849174
-1,1,1,4.712766756,2.519026312
-1,1,1,4.656947438,2.608015876
1,1,1,4.599452695,2.695785872
-1,1,1,4.540308875,2.782304857
-1,1,1,4.479542912,2.867541955
1,-1,1,4.417182315,2.951466863
-1,1,1,4.35325516,3.034049864
-1,1,1,4.28779007,3.115261837
1,-1,1,4.220816211,3.195074268
-1,1,1,4.152363272,3.273459257
1,1,1,4.082461457,3.350389532
1,-1,1,4.011141469,3.425838455
1,1,1,3.938434497,3.499780032
-1,-1,1,3.864372206,3.572188923
1,1,1,3.788986718,3.643040449
1,-1,1,3.712310601,3.712310601
1,-1,1,3.634376857,3.779976048
-1,1,1,3.555218905,3.846014143
1,-1,1,3.474870566,3.910402935
1,-1,1,3.393366053,3.97312117
-1,1,1,3.310739952,4.034148303
-1,1,1,3.227027211,4.093464502
1,-1,1,3.142263123,4.151050654
1,1,1,3.056483312,4.206888371
-1,1,1,2.969723718,4.260959997
-1,1,1,2.882020584,4.313248614
-1,1,1,2.793410436,4.363738042
-1,1,1,2.703930072,4.412412851
1,-1,1,2.613616549,4.459258358
1,-1,1,2.522507159,4.504260637
1,-1,1,2.430639424,4.547406519
1,1,1,2.338051074,4.5886836
1,-1,1,2.244780032,4.628080236
1,-1,1,2.150864402,4.665585556
1,-1,1,2.05634245,4.701189455
-1,1,1,1.961252591,4.734882604
1,-1,1,1.865633371,4.766656447
-1,1,1,1.769523454,4.796503205
-1,1,1,1.672961604,4.824415875
1,-1,1,1.575986671,4.850388233
-1,1,1,1.478637575,4.874414835
1,-1,1,1.380953289,4.896491015
1,-1,1,1.282972826,4.916612888
-1,1,1,1.184735222,4.934777346
1,-1,1,1.08627952,4.950982061
1,-1,1,0.987644755,4.965225482
1,-1,1,0.88886994,4.977506835
-1,1,1,0.789994048,4.98782612
-1,1,1,0.691055998,4.996184111
-1,1,1,0.59209464,5.002582352
-1,1,1,0.493148737,5.007023156
1,-1,1,0.394256956,5.009509602
1,-1,1,0.295457846,5.010045531
-1,1,1,0.196789826,5.008635544
1,1,1,0.098291173,5.005284998
-1,1,1,9.18E-16,5
-1,1,1,-0.098045752,4.992787407
1,-1,1,-0.195808331,4.983654818
1,-1,1,-0.293250191,4.972610571
1,-1,1,-0.390334001,4.959663735
1,-1,1,-0.487022666,4.944824111
-1,1,1,-0.583279335,4.928102218
-1,-1,1,-0.679067418,4.909509294
-1,1,1,-0.774350602,4.889057286
-1,1,1,-0.869092859,4.866758846
-1,1,1,-0.963258465,4.842627322
-1,1,1,-1.056812011,4.816676752
1,-1,1,-1.149718417,4.788921858
1,-1,1,-1.241942944,4.759378036
-1,1,1,-1.33345121,4.728061349
-1,1,1,-1.424209198,4.694988522
1,-1,1,-1.514183272,4.66017693
-1,1,1,-1.603340191,4.62364459
-1,-1,1,-1.691647116,4.585410154
-1,1,1,-1.779071628,4.5454929
-1,1,1,-1.865581733,4.503912721
1,-1,1,-1.951145881,4.460690116
-1,1,1,-2.035732974,4.415846183
-1,1,1,-2.119312375,4.369402604
1,-1,1,-2.201853924,4.321381642
1,1,1,-2.283327944,4.271806124
-1,1,1,-2.363705256,4.220699434
1,-1,1,-2.442957185,4.168085502
-1,1,1,-2.521055575,4.113988793
-1,-1,1,-2.597972794,4.058434295
-1,1,1,-2.673681746,4.001447509
1,-1,1,-2.748155884,3.943054438
1,1,1,-2.821369211,3.883281573
1,-1,1,-2.893296297,3.822155884
1,-1,1,-2.963912282,3.759704807
1,1,1,-3.03319289,3.69595623
-1,1,1,-3.101114431,3.630938486
1,-1,1,-3.167653813,3.564680334
-1,1,1,-3.232788551,3.497210951
1,-1,1,-3.296496768,3.428559919
-1,1,1,-3.358757211,3.358757211
-1,1,1,-3.419549249,3.287833176
-1,1,1,-3.478852888,3.215818532
1,-1,1,-3.536648771,3.142744347
-1,1,1,-3.592918187,3.068642028
1,-1,1,-3.647643077,2.99354331
1,-1,1,-3.700806037,2.917480236
-1,1,1,-3.752390327,2.840485152
1,-1,1,-3.802379874,2.762590686
1,-1,1,-3.850759276,2.683829738
-1,-1,1,-3.897513808,2.604235467
-1,1,1,-3.942629425,2.523841274
1,-1,1,-3.986092768,2.44268079
-1,-1,1,-4.027891165,2.360787862
-1,1,1,-4.068012633,2.278196538
-1,1,1,-4.106445887,2.194941056
1,-1,1,-4.143180337,2.111055824
1,-1,1,-4.178206094,2.026575411
1,-1,1,-4.211513969,1.941534533
-1,1,1,-4.243095476,1.855968033
1,1,1,-4.272942838,1.769910875
-1,1,1,-4.30104898,1.683398121
1,-1,1,-4.327407537,1.596464926
-1,1,1,-4.352012852,1.509146515
-1,1,1,-4.374859975,1.421478174
1,-1,1,-4.395944667,1.333495236
-1,1,1,-4.415263397,1.245233064
-1,1,1,-4.432813342,1.156727037
1,-1,1,-4.448592386,1.06801254
-1,-1,1,-4.46259912,0.979124943
1,-1,1,-4.474832842,0.890099594
1,-1,1,-4.485293551,0.8009718
1,-1,1,-4.49398195,0.711776816
-1,1,1,-4.500899441,0.622549828
1,-1,1,-4.506048123,0.533325941
1,-1,1,-4.509430793,0.444140167
-1,-1,1,-4.511050935,0.355027408
-1,1,1,-4.510912726,0.266022444
1,-1,1,-4.509021026,0.177159919
1,-1,1,-4.505381377,0.088474327
-1,1,1,-4.5,1.10E-15
1,-1,1,-4.492883787,-0.088228905
-1,1,1,-4.4840403,-0.176178423
1,-1,1,-4.473477766,-0.263814789
1,-1,1,-4.461205068,-0.351104453
-1,1,1,-4.447231747,-0.438014096
-1,1,1,-4.431567989,-0.524510636
1,-1,1,-4.414224623,-0.610561248
1,-1,1,-4.395213116,-0.696133369
-1,1,1,-4.374545562,-0.781194719
1,-1,1,-4.352234682,-0.865713304
-1,1,1,-4.328293812,-0.949657435
1,-1,1,-4.302736898,-1.032995735
-1,-1,1,-4.275578489,-1.115697156
-1,1,1,-4.246833731,-1.197730985
-1,1,1,-4.216518354,-1.279066859
1,-1,1,-4.184648672,-1.359674775
1,-1,1,-4.151241567,-1.439525101
1,-1,1,-4.116314486,-1.518588588
-1,1,1,-4.079885433,-1.596836378
1,1,1,-4.041972955,-1.674240017
-1,1,1,-4.002596138,-1.750771465
1,1,1,-3.961774596,-1.826403105
1,-1,1,-3.919528462,-1.901107755
-1,1,1,-3.87587838,-1.974858674
-1,1,1,-3.830845492,-2.047629576
-1,1,1,-3.784451431,-2.119394635
1,1,1,-3.736718309,-2.190128498
1,-1,1,-3.687668711,-2.259806292
1,1,1,-3.637325678,-2.328403632
1,-1,1,-3.585712703,-2.39589663
-1,1,1,-3.532853716,-2.462261904
-1,1,1,-3.478773076,-2.527476585
1,-1,1,-3.423495557,-2.591518326
-1,1,1,-3.367046341,-2.654365308
-1,1,1,-3.309451003,-2.715996248
1,-1,1,-3.250735503,-2.776390407
1,-1,1,-3.19092617,-2.835527594
-1,1,1,-3.130049696,-2.893388178
1,-1,1,-3.068133121,-2.949953087
1,-1,1,-3.00520382,-3.00520382
-1,1,1,-2.941289495,-3.059122451
-1,1,1,-2.876418159,-3.111691634
1,-1,1,-2.810618128,-3.162894608
1,-1,1,-2.743918004,-3.212715205
-1,1,1,-2.676346668,-3.26113785
1,-1,1,-2.607933261,-3.308147571
1,-1,1,-2.538707181,-3.35373
1,-1,1,-2.46869806,-3.397871376
1,-1,1,-2.397935758,-3.440558554
-1,1,1,-2.326450351,-3.481779002
-1,1,1,-2.254272113,-3.521520808
-1,1,1,-2.181431508,-3.559772686
1,-1,1,-2.107959175,-3.596523972
1,-1,1,-2.033885918,-3.631764629
-1,1,1,-1.959242687,-3.665485255
-1,1,1,-1.884060574,-3.697677075
1,-1,1,-1.808370791,-3.728331952
1,1,1,-1.732204664,-3.757442382
-1,1,1,-1.655593617,-3.785001498
-1,1,1,-1.578569159,-3.811003072
-1,1,1,-1.501162871,-3.835441513
-1,1,1,-1.423406397,-3.858311869
-1,1,1,-1.345331425,-3.879609828
1,-1,1,-1.266969677,-3.899331717
-1,1,1,-1.188352898,-3.917474499
1,-1,1,-1.109512839,-3.934035779
-1,1,1,-1.030481249,-3.949013796
-1,-1,1,-0.951289858,-3.962407426
-1,1,1,-0.871970367,-3.97421618
1,-1,1,-0.792554433,-3.984440202
1,-1,1,-0.71307366,-3.993080267
1,-1,1,-0.633559583,-4.000137779
1,-1,1,-0.554043657,-4.00561477
1,-1,1,-0.474557242,-4.009513895
1,-1,1,-0.395131597,-4.011838429
-1,1,1,-0.31579786,-4.012592268
-1,1,1,-0.236587042,-4.011779921
1,-1,1,-0.157530011,-4.009406508
1,-1,1,-0.07865748,-4.005477757
1,-1,1,-1.22E-15,-4
-1,1,1,0.078412059,-3.992980167
1,-1,1,0.156548515,-3.984425782
1,-1,1,0.234379387,-3.974344961
1,1,1,0.311874906,-3.962746402
1,-1,1,0.389005526,-3.949639384
1,-1,1,0.465741937,-3.935033761
-1,1,1,0.542055077,-3.918939953
1,-1,1,0.617916137,-3.901368945
-1,1,1,0.693296579,-3.882332278
1,-1,1,0.768168143,-3.861842042
1,1,1,0.842502858,-3.839910871
-1,1,1,0.916273053,-3.816551938
1,-1,1,0.989451367,-3.791778943
-1,1,1,1.06201076,-3.765606113
-1,1,1,1.133924521,-3.738048186
1,-1,1,1.205166278,-3.709120414
1,-1,1,1.275710012,-3.678838543
-1,1,1,1.345530059,-3.647218818
1,-1,1,1.414601128,-3.614277966
1,-1,1,1.4828983,-3.580033188
1,-1,1,1.550397048,-3.544502159
1,-1,1,1.617073236,-3.507703009
-1,1,1,1.682903134,-3.46965432
-1,1,1,1.747863424,-3.430375118
1,-1,1,1.811931207,-3.38988486
